notes,category,amount_idr,month,is_weekend,day_of_week
beli buku referensi,pendidikan,271000,6,False,Monday
servis ac mobil,transportasi,344000,6,False,Monday
sewa ps sehari,hiburan,117000,6,False,Monday
bayar ipl apartemen,tempat_tinggal,3091000,6,False,Monday
liburan akhir pekan,hiburan,1274000,6,False,Tuesday
sarapan di warung,makanan,137000,6,False,Tuesday
beli buku pelajaran,pendidikan,310000,6,False,Wednesday
naik travel antar kota,transportasi,173000,6,False,Wednesday
profit dari reksa dana,investasi,6070000,6,False,Wednesday
makan di resto jepang,makanan,68000,6,False,Wednesday
bayar cicilan motor,tagihan,179000,6,False,Wednesday
bayar cicilan motor,tagihan,533000,6,False,Wednesday
pesan pizza online,makanan,129000,6,False,Wednesday
makan di warteg,makanan,94000,6,False,Thursday
beli obat anak,kesehatan,215000,6,False,Thursday
beli peralatan sekolah,pendidikan,275000,6,False,Friday
makan di food court,makanan,159000,6,False,Friday
pesan ayam geprek,makanan,51000,6,True,Saturday
beli jajanan pasar,makanan,118000,6,True,Saturday
sarapan di warung,makanan,160000,6,True,Saturday
pengeluaran harian,lainnya,237000,6,True,Saturday
ganti oli motor,transportasi,120000,6,True,Saturday
pesan nasi goreng online,makanan,53000,6,False,Monday
isi saldo emoney,transportasi,71000,6,False,Monday
bonus triwulan,bonus,4580000,6,False,Monday
ganti oli motor,transportasi,85000,6,False,Monday
bayar kontrakan,tempat_tinggal,3062000,6,False,Monday
beli buku impor,pendidikan,144000,6,False,Monday
bayar tagihan gas,tagihan,116000,6,False,Tuesday
bayar premi asuransi,tagihan,593000,6,False,Tuesday
bonus performance review,bonus,1504000,6,False,Tuesday
beli kopi pagi,makanan,51000,6,False,Wednesday
bayar cicilan motor,tagihan,276000,6,False,Wednesday
beli buku impor,pendidikan,286000,6,False,Thursday
makan bareng keluarga,makanan,230000,6,False,Thursday
jasa edit video,freelance,5153000,6,False,Thursday
bayar seminar online,pendidikan,235000,6,False,Thursday
beli buku pelajaran,pendidikan,143000,6,False,Thursday
pesan shopeefood siang,makanan,103000,6,False,Thursday
beli es teh manis,makanan,19000,6,False,Thursday
pembayaran gaji karyawan,gaji,27600000,6,False,Thursday
bayar kursus online,pendidikan,756000,6,False,Thursday
return pp lending,investasi,4511000,6,False,Thursday
penerimaan upah kerja,gaji,5552000,6,False,Thursday
beli obat di apotek,kesehatan,108000,6,False,Friday
gaji plus lembur,gaji,9992000,6,False,Friday
beli tiket konser,hiburan,402000,6,False,Friday
keuntungan dari portofolio,investasi,1712000,6,False,Friday
bayar workshop desain,pendidikan,410000,6,False,Friday
beli skin game,hiburan,113000,6,True,Saturday
bonus target tercapai,bonus,4785000,6,True,Saturday
bayar imunisasi,kesehatan,546000,6,True,Saturday
pesan mie ayam,makanan,100000,6,True,Saturday
jasa pengelolaan media sosial,freelance,7320000,6,True,Saturday
keuntungan crypto harian,investasi,3422000,6,True,Saturday
iuran rt bulanan,tempat_tinggal,68000,6,True,Saturday
sarapan di warung,makanan,188000,6,True,Sunday
beli buku referensi,pendidikan,167000,6,True,Sunday
bayar kos minggu pertama,tempat_tinggal,1246000,6,False,Monday
beli aksesoris rumah,lainnya,171000,6,False,Monday
sewa buku di perpus,hiburan,158000,6,False,Monday
uang sewa bulan ini,tempat_tinggal,2452000,6,False,Monday
makan di kfc,makanan,73000,6,False,Monday
iuran rt bulanan,tempat_tinggal,159000,6,False,Tuesday
beli alat tensi,kesehatan,261000,6,False,Tuesday
makan malam di restoran,makanan,130000,6,False,Tuesday
pesan shopeefood siang,makanan,139000,6,False,Tuesday
top up kartu etoll,transportasi,59000,6,False,Wednesday
beli buku referensi,pendidikan,345000,6,False,Wednesday
bayar kos bulanan,tempat_tinggal,2627000,6,False,Thursday
bayar fisioterapi,kesehatan,414000,6,False,Thursday
sewa ps sehari,hiburan,109000,6,False,Thursday
bayar deposit apartemen,tempat_tinggal,7805000,6,False,Friday
tagihan provider bulan ini,tagihan,134000,6,False,Friday
ganti ban motor,transportasi,277000,6,True,Saturday
sewa ps sehari,hiburan,203000,6,True,Saturday
pesan shopeefood siang,makanan,132000,6,True,Saturday
bayar kursus online,pendidikan,1217000,6,True,Saturday
tambahan penghasilan bonus,bonus,2225000,6,True,Saturday
beli modul belajar,pendidikan,426000,6,True,Saturday
bayaran proyek data entry,freelance,588000,6,True,Sunday
liburan akhir pekan,hiburan,1066000,6,False,Monday
main escape room,hiburan,160000,6,False,Monday
bayar langganan icloud,tagihan,38000,6,False,Monday
iuran kebersihan lingkungan,tempat_tinggal,102000,6,False,Tuesday
perpanjang sewa kos,tempat_tinggal,1252000,6,False,Tuesday
main biliar,hiburan,328000,6,False,Tuesday
beli voucher game,hiburan,57000,6,False,Tuesday
makan soto ayam,makanan,82000,6,False,Tuesday
beli vitamin dan suplemen,kesehatan,286000,6,False,Wednesday
bayar ipl apartemen,tempat_tinggal,7264000,6,False,Wednesday
uang muka sewa kos,tempat_tinggal,1574000,6,False,Thursday
jasa pengelolaan media sosial,freelance,6367000,6,False,Thursday
makan soto ayam,makanan,106000,6,False,Friday
beli peralatan sekolah,pendidikan,202000,6,False,Friday
jasa edit video,freelance,9386000,6,False,Friday
top up kartu etoll,transportasi,74000,6,True,Sunday
sarapan nasi uduk,makanan,128000,6,True,Sunday
bayar tol,transportasi,38000,6,True,Sunday
makan malam di restoran,makanan,167000,6,True,Sunday
keuntungan investasi saham,investasi,6695000,7,False,Monday
beli roti pagi,makanan,13000,7,False,Monday
belanja kebutuhan bulanan,lainnya,213000,7,False,Monday
ganti ban motor,transportasi,278000,7,False,Tuesday
bayar les privat,pendidikan,411000,7,False,Tuesday
pesan dim sum,makanan,75000,7,False,Tuesday
makan siang bareng teman,makanan,190000,7,False,Tuesday
thr perusahaan,bonus,8196000,7,False,Tuesday
ongkos naik ojek,transportasi,122000,7,False,Tuesday
beli deterjen,lainnya,240000,7,False,Wednesday
bayar bootcamp,pendidikan,227000,7,False,Wednesday
makan di mcdonald,makanan,147000,7,False,Thursday
gaji plus lembur,gaji,11658000,7,False,Thursday
gaji periode ini masuk,gaji,25300000,7,False,Friday
makan di kfc,makanan,57000,7,False,Friday
langganan youtube premium,hiburan,142000,7,False,Friday
beli sabun dan sampo,lainnya,180000,7,False,Friday
beli bakso pinggir jalan,makanan,125000,7,True,Saturday
beli topup game,hiburan,88000,7,True,Saturday
bayar tagihan air,tagihan,69000,7,True,Saturday
bayar bpjs kesehatan,tagihan,275000,7,True,Sunday
pesan nasi goreng online,makanan,22000,7,True,Sunday
bayar cek mata,kesehatan,690000,7,False,Monday
makan bareng keluarga,makanan,238000,7,False,Monday
ganti ban motor,transportasi,481000,7,False,Monday
bayar ipl apartemen,tempat_tinggal,6253000,7,False,Tuesday
pendapatan kursus online,freelance,1202000,7,False,Tuesday
makan di food court,makanan,95000,7,False,Tuesday
tabungan masa depan,tabungan,2770000,7,False,Wednesday
beli es teh manis,makanan,13000,7,False,Wednesday
naik ojek online,transportasi,209000,7,False,Wednesday
makan di warung padang,makanan,136000,7,False,Thursday
gaji plus tunjangan,gaji,24082000,7,False,Thursday
naik mrt jakarta,transportasi,118000,7,False,Thursday
penerimaan gaji pokok,gaji,9016000,7,False,Friday
sarapan nasi uduk,makanan,74000,7,False,Friday
bayar cek mata,kesehatan,359000,7,True,Sunday
makan di resto jepang,makanan,118000,7,False,Monday
pendapatan nulis artikel,freelance,2485000,7,False,Monday
simpan untuk keperluan mendesak,tabungan,1834000,7,False,Monday
biaya keamanan komplek,tempat_tinggal,2940000,7,False,Monday
konsultasi psikolog,kesehatan,412000,7,False,Monday
pesan mie ayam,makanan,167000,7,False,Tuesday
jasa pembuatan aplikasi,freelance,6660000,7,False,Tuesday
transaksi harian rutin,lainnya,280000,7,False,Tuesday
uang sewa bulan ini,tempat_tinggal,2532000,7,False,Tuesday
pengeluaran mendadak,lainnya,268000,7,False,Wednesday
beli gorengan sore,makanan,19000,7,False,Wednesday
bayar parkir inap,transportasi,38000,7,False,Thursday
bayar les privat,pendidikan,184000,7,False,Friday
beli bakso pinggir jalan,makanan,94000,7,False,Friday
ganti ban motor,transportasi,331000,7,True,Sunday
beli produk rumahan,lainnya,213000,7,True,Sunday
biaya keamanan komplek,tempat_tinggal,4358000,7,True,Sunday
investasi reksa dana pasar uang,investasi,2097000,7,False,Monday
beli gorengan sore,makanan,11000,7,False,Monday
makan di kfc,makanan,38000,7,False,Monday
pendapatan affiliate,freelance,2099000,7,False,Tuesday
biaya sewa studio,tempat_tinggal,1462000,7,False,Tuesday
sarapan nasi uduk,makanan,102000,7,False,Tuesday
pesan martabak,makanan,80000,7,False,Wednesday
bayar deposit apartemen,tempat_tinggal,9094000,7,False,Wednesday
bayar langganan icloud,tagihan,21000,7,False,Wednesday
beli reksa dana saham,investasi,5769000,7,False,Wednesday
deposit awal sewa,tempat_tinggal,6945000,7,False,Thursday
pesan shopeefood siang,makanan,103000,7,False,Thursday
isi bensin motor,transportasi,328000,7,False,Thursday
bayar ipl apartemen,tempat_tinggal,4435000,7,False,Friday
makan berdua di cafe,makanan,129000,7,False,Friday
menabung rutin bulanan,tabungan,2334000,7,False,Friday
bayar wifi rumah,tagihan,576000,7,False,Friday
makan soto ayam,makanan,73000,7,True,Saturday
beli jajanan pasar,makanan,92000,7,True,Saturday
biaya pengelolaan apartemen,tempat_tinggal,8468000,7,True,Saturday
makan di warung padang,makanan,112000,7,True,Sunday
perpanjang sewa kos,tempat_tinggal,1209000,7,True,Sunday
makan berdua di cafe,makanan,92000,7,True,Sunday
sarapan di warung,makanan,105000,7,False,Monday
bayar deposit apartemen,tempat_tinggal,8441000,7,False,Tuesday
beli voucher game,hiburan,94000,7,False,Tuesday
tagihan provider bulan ini,tagihan,69000,7,False,Tuesday
pesan gofood malam,makanan,108000,7,False,Tuesday
iuran rt bulanan,tempat_tinggal,71000,7,False,Tuesday
main futsal,hiburan,83000,7,False,Tuesday
naik krl commuter line,transportasi,40000,7,False,Wednesday
gaji periode ini masuk,gaji,19230000,7,False,Wednesday
bayar parkir inap,transportasi,26000,7,False,Wednesday
konsultasi psikolog,kesehatan,441000,7,False,Wednesday
bayar rawat jalan,kesehatan,1924000,7,False,Wednesday
ongkos naik ojek,transportasi,137000,7,False,Wednesday
konsultasi psikolog,kesehatan,690000,7,False,Wednesday
pesan nasi goreng online,makanan,20000,8,False,Thursday
belanja bulanan,lainnya,172000,8,False,Thursday
langganan youtube premium,hiburan,99000,8,False,Thursday
bayar kursus desain,pendidikan,866000,8,False,Thursday
sarapan di warung,makanan,86000,8,False,Friday
pesan nasi goreng online,makanan,53000,8,False,Friday
pesan nasi goreng online,makanan,36000,8,True,Saturday
pendapatan kursus online,freelance,2287000,8,True,Saturday
makan bareng keluarga,makanan,335000,8,True,Saturday
proyek desain presentasi,freelance,6325000,8,True,Saturday
sarapan di warung,makanan,100000,8,True,Saturday
makan siang bareng teman,makanan,68000,8,True,Sunday
tabungan masa depan,tabungan,1929000,8,True,Sunday
servis rutin motor,transportasi,416000,8,True,Sunday
pesan burger online,makanan,206000,8,True,Sunday
beli bubur pagi,makanan,23000,8,True,Sunday
iuran rt bulanan,tempat_tinggal,92000,8,False,Monday
nonton konser online,hiburan,629000,8,False,Monday
nonton pertandingan bola,hiburan,443000,8,False,Tuesday
thr perusahaan,bonus,11013000,8,False,Thursday
uang sewa bulan ini,tempat_tinggal,2028000,8,False,Thursday
bayar kursus bahasa inggris,pendidikan,1898000,8,False,Friday
uang muka sewa kos,tempat_tinggal,1102000,8,False,Friday
pendapatan nulis artikel,freelance,6608000,8,False,Friday
gaji plus tunjangan,gaji,23811000,8,False,Friday
beli modul belajar,pendidikan,156000,8,True,Saturday
bayar parkir inap,transportasi,23000,8,True,Saturday
makan di warteg,makanan,59000,8,True,Sunday
beli bakso pinggir jalan,makanan,145000,8,True,Sunday
biaya pengelolaan apartemen,tempat_tinggal,5086000,8,True,Sunday
bonus produksi,bonus,4172000,8,True,Sunday
simpan untuk keperluan mendesak,tabungan,3007000,8,False,Monday
pengeluaran tak terduga,lainnya,247000,8,False,Monday
bonus tahunan masuk,bonus,7693000,8,False,Monday
pesan gofood malam,makanan,76000,8,False,Monday
beli perlengkapan ibadah,lainnya,161000,8,False,Monday
tabungan masa depan,tabungan,3314000,8,False,Tuesday
bayar bootcamp,pendidikan,263000,8,False,Tuesday
bayar parkir mall,transportasi,12000,8,False,Tuesday
beli snack kantor,makanan,50000,8,False,Tuesday
beli modul belajar,pendidikan,230000,8,False,Tuesday
bayar premi asuransi,tagihan,389000,8,False,Tuesday
perpanjang sewa kos,tempat_tinggal,1017000,8,False,Tuesday
bayar tagihan listrik,tagihan,332000,8,False,Tuesday
pesan ayam geprek,makanan,31000,8,False,Tuesday
beli roti pagi,makanan,19000,8,False,Tuesday
makan berdua di cafe,makanan,153000,8,False,Tuesday
gaji bulanan masuk,gaji,21226000,8,False,Thursday
makan berdua di cafe,makanan,105000,8,False,Thursday
pembayaran upah bulanan,gaji,11606000,8,False,Thursday
makan bareng keluarga,makanan,296000,8,False,Thursday
beli tiket kereta,transportasi,631000,8,False,Thursday
konsultasi ke dokter umum,kesehatan,366000,8,False,Friday
beli minuman kekinian,makanan,102000,8,False,Friday
pesan dim sum,makanan,77000,8,False,Friday
nonton pertandingan bola,hiburan,213000,8,False,Friday
tagihan provider bulan ini,tagihan,206000,8,True,Saturday
iuran rt bulanan,tempat_tinggal,130000,8,True,Saturday
belanja kebutuhan dapur,lainnya,220000,8,True,Saturday
keuntungan crypto harian,investasi,2925000,8,True,Sunday
beli cilok,makanan,175000,8,False,Monday
beli bubur pagi,makanan,26000,8,False,Tuesday
streaming disney,hiburan,125000,8,False,Tuesday
beli cilok,makanan,121000,8,False,Tuesday
makan di warteg,makanan,74000,8,False,Wednesday
ganti ban motor,transportasi,568000,8,False,Wednesday
biaya pengelolaan apartemen,tempat_tinggal,6435000,8,False,Wednesday
bonus tahunan masuk,bonus,6931000,8,False,Wednesday
simpan untuk keperluan mendesak,tabungan,1901000,8,False,Thursday
proyek desain presentasi,freelance,3002000,8,False,Thursday
beli tiket festival,hiburan,362000,8,False,Thursday
bayaran proyek freelance,freelance,9036000,8,False,Thursday
bayar bpjs ketenagakerjaan,tagihan,465000,8,False,Thursday
beli bubur pagi,makanan,24000,8,False,Thursday
servis rutin motor,transportasi,817000,8,False,Thursday
pesan ayam geprek,makanan,35000,8,False,Friday
fee proyek seo,freelance,6583000,8,False,Friday
belanja online,lainnya,155000,8,False,Friday
bayar paket data,tagihan,100000,8,False,Friday
bayar cicilan hp,tagihan,85000,8,False,Friday
beli peralatan kebersihan,lainnya,220000,8,True,Saturday
beli kamus,pendidikan,312000,8,True,Sunday
bayar seminar online,pendidikan,632000,8,True,Sunday
makan siang bareng teman,makanan,100000,8,True,Sunday
main game online,hiburan,77000,8,True,Sunday
beli gorengan sore,makanan,11000,8,False,Monday
beli alat tensi,kesehatan,180000,8,False,Monday
beli emas digital,investasi,2046000,8,False,Monday
makan di food court,makanan,101000,8,False,Tuesday
bayar sewa apartemen,tempat_tinggal,9278000,8,False,Tuesday
makan bareng keluarga,makanan,168000,8,False,Tuesday
isi saldo emoney,transportasi,155000,8,False,Wednesday
beli vitamin dan suplemen,kesehatan,110000,8,False,Wednesday
pesan nasi goreng online,makanan,59000,8,False,Wednesday
pesan grabfood,makanan,111000,8,False,Wednesday
tagihan provider bulan ini,tagihan,158000,8,False,Wednesday
bayar paket data,tagihan,104000,8,False,Thursday
beli obat di apotek,kesehatan,217000,8,False,Thursday
bayar imunisasi,kesehatan,546000,8,False,Friday
makan di kantin,makanan,28000,8,False,Friday
ganti ban motor,transportasi,365000,8,False,Friday
makan di resto jepang,makanan,65000,8,False,Friday
keuntungan investasi saham,investasi,4104000,8,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,3498000,8,True,Saturday
bayar tol,transportasi,87000,8,True,Saturday
bayar deposit apartemen,tempat_tinggal,5709000,9,True,Sunday
uang muka sewa kos,tempat_tinggal,1727000,9,True,Sunday
biaya keamanan komplek,tempat_tinggal,2345000,9,True,Sunday
makan di resto jepang,makanan,77000,9,True,Sunday
bayar kontrakan,tempat_tinggal,4206000,9,True,Sunday
naik krl commuter line,transportasi,68000,9,True,Sunday
fee konsultasi bisnis,freelance,8898000,9,True,Sunday
beli produk rumahan,lainnya,169000,9,False,Monday
pesan martabak,makanan,127000,9,False,Monday
beli buku pelajaran,pendidikan,121000,9,False,Monday
bayar kontrakan,tempat_tinggal,3381000,9,False,Monday
dividen saham masuk,investasi,7218000,9,False,Tuesday
menabung untuk liburan,tabungan,885000,9,False,Tuesday
bayar parkir inap,transportasi,15000,9,False,Tuesday
bayar langganan icloud,tagihan,41000,9,False,Tuesday
bonus triwulan,bonus,1872000,9,False,Tuesday
pesan shopeefood siang,makanan,94000,9,False,Wednesday
transaksi harian rutin,lainnya,306000,9,False,Wednesday
bayar uang kebersihan,tempat_tinggal,103000,9,False,Wednesday
beli perlengkapan ibadah,lainnya,176000,9,False,Thursday
naik travel antar kota,transportasi,96000,9,False,Thursday
bayar kontrakan,tempat_tinggal,3722000,9,False,Thursday
gaji pokok bulanan,gaji,14661000,9,False,Thursday
beli saham blue chip,investasi,2296000,9,False,Thursday
nonton bioskop bareng,hiburan,157000,9,False,Thursday
beli buku impor,pendidikan,209000,9,False,Thursday
biaya keamanan komplek,tempat_tinggal,4465000,9,False,Friday
bayar wifi rumah,tagihan,204000,9,False,Friday
belanja kebutuhan dapur,lainnya,49000,9,False,Friday
bayar kontrakan,tempat_tinggal,2893000,9,True,Saturday
sarapan di warung,makanan,107000,9,True,Saturday
streaming disney,hiburan,47000,9,True,Saturday
bayar ujian sertifikasi,pendidikan,278000,9,True,Saturday
konsultasi psikolog,kesehatan,897000,9,True,Sunday
bayar tagihan rs,kesehatan,1404000,9,True,Sunday
beli bubur pagi,makanan,35000,9,True,Sunday
bayar kartu kredit,tagihan,268000,9,True,Sunday
bayar langganan icloud,tagihan,22000,9,True,Sunday
bayar ipl apartemen,tempat_tinggal,5640000,9,True,Sunday
pesan burger online,makanan,81000,9,True,Sunday
transfer salary bulan ini,gaji,10143000,9,False,Monday
beli es teh manis,makanan,15000,9,False,Monday
bonus tahunan masuk,bonus,7030000,9,False,Monday
makan bareng keluarga,makanan,282000,9,False,Tuesday
isi bensin motor,transportasi,146000,9,False,Tuesday
isi saldo emoney,transportasi,157000,9,False,Wednesday
bayar parkir inap,transportasi,8000,9,False,Wednesday
